System,Subject,Category,Item,Year,No. of Cases
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,Others,2016,
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,Unknown,2016,
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Central & Western,2016,12
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Southern,2016,28
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Islands,2016,18
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Eastern,2016,35
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Wan Chai,2016,8
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Kowloon City,2016,23
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Yau Tsim Mong,2016,50
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Sham Shui Po,2016,42
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Wong Tai Sin,2016,37
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Sai Kung,2016,45
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Kwun Tong,2016,102
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Shatin,2016,66
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Tai Po,2016,19
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,North,2016,51
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Yuen Long,2016,107
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Tsuen Wan,2016,29
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Kwai Tsing,2016,77
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Tuen Mun,2016,85
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Outside Hong Kong,2016,17
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Unknown,2016,41
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Type of Violence,Physical violence,2016,2634
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Type of Violence,Sexual violence,2016,19
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Type of Violence,Psychological abuse,2016,397
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Type of Violence,Multiple violence,2016,271
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Sex of Victim,Female,2016,2783
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Sex of Victim,Male,2016,538
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Perpetrator's Relationship with the Victim,Husband,2016,1987
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Perpetrator's Relationship with the Victim,Wife,2016,370
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Perpetrator's Relationship with the Victim,Male Cohabitant,2016,
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Perpetrator's Relationship with the Victim,Female Cohabitant,2016,
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Perpetrator's Relationship with the Victim,Estranged husband / ex-husband,2016,134
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Perpetrator's Relationship with the Victim,Estranged wife / ex-wife,2016,27
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Perpetrator's Relationship with the Victim,Boyfriend,2016,
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Perpetrator's Relationship with the Victim,Girlfriend,2016,
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Perpetrator's Relationship with the Victim,Heterosexual cohabitant,2016,565
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Perpetrator's Relationship with the Victim,Same-sex cohabitant,2016,16
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Perpetrator's Relationship with the Victim,Heterosexual ex-cohabitant,2016,219
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Perpetrator's Relationship with the Victim,Same-sex ex-cohabitant,2016,3
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Ethnicity of Victim,Chinese,2016,
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Ethnicity of Victim,Indonesian,2016,
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Ethnicity of Victim,Filipino,2016,
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Ethnicity of Victim,White,2016,
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Ethnicity of Victim,Indian,2016,
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Ethnicity of Victim,Pakistani,2016,
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Ethnicity of Victim,Nepalese,2016,
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Ethnicity of Victim,Japanese,2016,
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Ethnicity of Victim,Thai,2016,
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Ethnicity of Victim,Other Asian,2016,
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Ethnicity of Victim,African,2016,
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Ethnicity of Victim,Others,2016,
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Ethnicity of Victim,Unknown,2016,
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Central & Western,2016,79
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Southern,2016,44
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Island,2016,35
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Eastern,2016,168
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Wan Chai,2016,37
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Kowloon City,2016,185
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Yau Tsim Mong,2016,196
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Sham Shui Po,2016,178
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Wong Tai Sin,2016,231
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Sai Kung,2016,143
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Kwun Tong,2016,322
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Shatin,2016,311
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Tai Po,2016,147
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,North,2016,168
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Yuen Long,2016,427
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Tsuen Wan,2016,139
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Kwai Tsing,2016,260
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Tuen Mun,2016,218
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Outside Hong Kong/Unknown,2016,33
CISSCBSV,Newly Reported Sexual Violence Cases,Type of Incident,Rape/Unlawful Sexual Intercourse,2016,101
CISSCBSV,Newly Reported Sexual Violence Cases,Type of Incident,Indecent assault,2016,729
CISSCBSV,Newly Reported Sexual Violence Cases,Type of Incident,Forced masturbation,2016,0
CISSCBSV,Newly Reported Sexual Violence Cases,Type of Incident,Forced oral sex,2016,2
CISSCBSV,Newly Reported Sexual Violence Cases,Type of Incident,Unlawful Buggery,2016,2
CISSCBSV,Newly Reported Sexual Violence Cases,Type of Incident,Others,2016,0
CISSCBSV,Newly Reported Sexual Violence Cases,Type of Incident,Multiple Abuse,2016,27
CISSCBSV,Newly Reported Sexual Violence Cases,Sex of Victim,Female,2016,837
CISSCBSV,Newly Reported Sexual Violence Cases,Sex of Victim,Male,2016,24
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Parent/child/sibling/in-laws,2016,25
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Parent,2016,
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Child,2016,
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Sibling,2016,
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,In-law,2016,
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Other relative,2016,11
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Heterosexual lover,2016,14
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Same-sex lover,2016,0
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Heterosexual ex-lover,2016,18
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Same-sex ex-lover,2016,0
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Friend,2016,103
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Caregiver (Non-relative),2016,21
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Employer / employee / colleague,2016,87
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Teacher / tutor,2016,16
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Stranger,2016,564
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Others,2016,2
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Unknown,2016,
CISSCBSV,Newly Reported Sexual Violence Cases,Ethnicity of Victim,Chinese,2016,
CISSCBSV,Newly Reported Sexual Violence Cases,Ethnicity of Victim,Indonesian,2016,
CISSCBSV,Newly Reported Sexual Violence Cases,Ethnicity of Victim,Filipino,2016,
CISSCBSV,Newly Reported Sexual Violence Cases,Ethnicity of Victim,White,2016,
CISSCBSV,Newly Reported Sexual Violence Cases,Ethnicity of Victim,Indian,2016,
CISSCBSV,Newly Reported Sexual Violence Cases,Ethnicity of Victim,Pakistani,2016,
CISSCBSV,Newly Reported Sexual Violence Cases,Ethnicity of Victim,Nepalese,2016,
CISSCBSV,Newly Reported Sexual Violence Cases,Ethnicity of Victim,Japanese,2016,
CISSCBSV,Newly Reported Sexual Violence Cases,Ethnicity of Victim,Thai,2016,
CISSCBSV,Newly Reported Sexual Violence Cases,Ethnicity of Victim,Other Asian,2016,
CISSCBSV,Newly Reported Sexual Violence Cases,Ethnicity of Victim,African,2016,
CISSCBSV,Newly Reported Sexual Violence Cases,Ethnicity of Victim,Others,2016,
CISSCBSV,Newly Reported Sexual Violence Cases,Ethnicity of Victim,Unknown,2016,
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Central & Western,2016,89
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Southern,2016,19
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Island,2016,14
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Eastern,2016,46
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Wan Chai,2016,37
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Kowloon City,2016,64
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Yau Tsim Mong,2016,132
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Sham Shui Po,2016,35
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Wong Tai Sin,2016,40
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Sai Kung,2016,20
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Kwun Tong,2016,67
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Shatin,2016,45
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Tai Po,2016,17
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,North,2016,24
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Yuen Long,2016,54
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Tsuen Wan,2016,30
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Kwai Tsing,2016,48
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Tuen Mun,2016,30
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Outside Hong Kong/Unknown,2016,50
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Outside Hong Kong ,2016,
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Unknown,2016,
CPR,Newly Registered Child Protection Cases,Types of Harm/Maltreatment,Physical abuse,2017,374
CPR,Newly Registered Child Protection Cases,Types of Harm/Maltreatment,Neglect,2017,229
CPR,Newly Registered Child Protection Cases,Types of Harm/Maltreatment,Sexual abuse,2017,315
CPR,Newly Registered Child Protection Cases,Types of Harm/Maltreatment,Psychological  abuse,2017,5
CPR,Newly Registered Child Protection Cases,Types of Harm/Maltreatment,Multiple abuse,2017,24
CPR,Newly Registered Child Protection Cases,Sex of Maltreated Child,Female,2017,543
CPR,Newly Registered Child Protection Cases,Sex of Maltreated Child,Male,2017,404
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Parent,2017,568
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Sibling ,2017,11
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Step-parent,2017,46
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Grandparent,2017,7
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Relative,2017,23
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Family friend / Friend,2017,89
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Family friend / Parent of peer,2017,
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Caregiver,2017,31
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Teacher,2017,6
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,School teacher / personnel,2017,
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Staff of boarding section of school,2017,
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Tutor / Coach,2017,17
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Religious personnel,2017,
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Schoolmate / friend / peer,2017,
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Co-tenant / Neighbour,2017,21
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Inmate of residential service,2017,
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Unrelated person (including strangers) ,2017,107
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Unidentified Person / Others,2017,31
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Unidentified person,2017,
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Other,2017,
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,Chinese,2017,
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,Pakistani,2017,
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,Filipino,2017,
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,Indonesian,2017,
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,Indian,2017,
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,African,2017,
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,New Zealander ,2017,
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,Australian,2017,
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,Thai,2017,
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,Vietnamese,2017,
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,Others,2017,
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,Unknown,2017,
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Central & Western,2017,19
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Southern,2017,25
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Islands,2017,14
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Eastern,2017,36
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Wan Chai,2017,13
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Kowloon City,2017,38
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Yau Tsim Mong,2017,69
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Sham Shui Po,2017,59
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Wong Tai Sin,2017,44
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Sai Kung,2017,31
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Kwun Tong,2017,98
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Shatin,2017,67
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Tai Po,2017,27
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,North,2017,64
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Yuen Long,2017,104
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Tsuen Wan,2017,15
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Kwai Tsing,2017,62
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Tuen Mun,2017,78
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Outside Hong Kong,2017,20
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Unknown,2017,64
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Type of Violence,Physical violence,2017,2432
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Type of Violence,Sexual violence,2017,21
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Type of Violence,Psychological abuse,2017,410
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Type of Violence,Multiple violence,2017,265
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Sex of Victim,Female,2017,2632
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Sex of Victim,Male,2017,496
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Perpetrator's Relationship with the Victim,Husband,2017,1858
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Perpetrator's Relationship with the Victim,Wife,2017,338
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Perpetrator's Relationship with the Victim,Male Cohabitant,2017,
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Perpetrator's Relationship with the Victim,Female Cohabitant,2017,
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Perpetrator's Relationship with the Victim,Estranged husband / ex-husband,2017,157
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Perpetrator's Relationship with the Victim,Estranged wife / ex-wife,2017,31
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Perpetrator's Relationship with the Victim,Boyfriend,2017,
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Perpetrator's Relationship with the Victim,Girlfriend,2017,
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Perpetrator's Relationship with the Victim,Heterosexual cohabitant,2017,480
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Perpetrator's Relationship with the Victim,Same-sex cohabitant,2017,9
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Perpetrator's Relationship with the Victim,Heterosexual ex-cohabitant,2017,251
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Perpetrator's Relationship with the Victim,Same-sex ex-cohabitant,2017,4
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Ethnicity of Victim,Chinese,2017,
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Ethnicity of Victim,Indonesian,2017,
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Ethnicity of Victim,Filipino,2017,
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Ethnicity of Victim,White,2017,
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Ethnicity of Victim,Indian,2017,
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Ethnicity of Victim,Pakistani,2017,
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Ethnicity of Victim,Nepalese,2017,
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Ethnicity of Victim,Japanese,2017,
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Ethnicity of Victim,Thai,2017,
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Ethnicity of Victim,Other Asian,2017,
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Ethnicity of Victim,African,2017,
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Ethnicity of Victim,Others,2017,
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Ethnicity of Victim,Unknown,2017,
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Central & Western,2017,68
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Southern,2017,72
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Island,2017,39
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Eastern,2017,162
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Wan Chai,2017,52
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Kowloon City,2017,166
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Yau Tsim Mong,2017,195
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Sham Shui Po,2017,191
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Wong Tai Sin,2017,204
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Sai Kung,2017,117
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Kwun Tong,2017,256
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Shatin,2017,289
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Tai Po,2017,136
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,North,2017,138
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Yuen Long,2017,437
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Tsuen Wan,2017,90
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Kwai Tsing,2017,287
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Tuen Mun,2017,202
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Outside Hong Kong/Unknown,2017,27
CISSCBSV,Newly Reported Sexual Violence Cases,Type of Incident,Rape/Unlawful Sexual Intercourse,2017,122
CISSCBSV,Newly Reported Sexual Violence Cases,Type of Incident,Indecent assault,2017,802
CISSCBSV,Newly Reported Sexual Violence Cases,Type of Incident,Forced masturbation,2017,4
CISSCBSV,Newly Reported Sexual Violence Cases,Type of Incident,Forced oral sex,2017,4
CISSCBSV,Newly Reported Sexual Violence Cases,Type of Incident,Unlawful Buggery,2017,5
CISSCBSV,Newly Reported Sexual Violence Cases,Type of Incident,Others,2017,0
CISSCBSV,Newly Reported Sexual Violence Cases,Type of Incident,Multiple Abuse,2017,30
CISSCBSV,Newly Reported Sexual Violence Cases,Sex of Victim,Female,2017,932
CISSCBSV,Newly Reported Sexual Violence Cases,Sex of Victim,Male,2017,35
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Parent/child/sibling/in-laws,2017,22
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Parent,2017,
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Child,2017,
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Sibling,2017,
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,In-law,2017,
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Other relative,2017,9
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Heterosexual lover,2017,16
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Same-sex lover,2017,2
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Heterosexual ex-lover,2017,23
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Same-sex ex-lover,2017,0
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Friend,2017,118
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Caregiver (Non-relative),2017,11
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Employer / employee / colleague,2017,97
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Teacher / tutor,2017,17
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Stranger,2017,647
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Others,2017,5
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Unknown,2017,
CISSCBSV,Newly Reported Sexual Violence Cases,Ethnicity of Victim,Chinese,2017,
CISSCBSV,Newly Reported Sexual Violence Cases,Ethnicity of Victim,Indonesian,2017,
CISSCBSV,Newly Reported Sexual Violence Cases,Ethnicity of Victim,Filipino,2017,
